id,Timestamp,Score,1. Bahasa Python bisa digunakan untuk membuat apa saja ? kecuali...,"2. Salah satu syarat dalam mendefinisikan variabel, kecuali…",3. Jenis tipe data yang bersifat numerik adalah…,"4. Python bisa digunakan di online platform, dibawah ini platform mana yang benar ?","5. Python bisa digunakan di offline platform, dibawah ini platform mana yang benar ?",6. Workflow pada Data Science disebut...,"7. Dibawah ini mana yang benar, jika kita ingin membuat teks Selamat Datang",8. Tipe data untuk mencetak bilangan pecahan adalah...,"9. Penggunaan If-Else pada Python, biasanya digunakan untuk menentukan sebuah kondisi.

Benar atau salah ?","10. Posisi if selalu berada setelah posisi else.

Benar atau salah ? ",Unnamed: 0
60a29855-f1ba-4d16-a0e5-45fdc18d8780,5/22/2025 19:44:24,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,357.0
1da45063-2dc1-41f2-88ea-7f61fe7f9a19,7/11/2024 15:38:01,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,358.0
3ad458ed-6069-4907-a71e-efda23c5abff,7/11/2024 15:38:01,60 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,359.0
0d5f41b7-3ab8-478c-836a-767823fd4c82,2/19/2024 12:10:43,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,360.0
ec3f623a-65f2-4b0d-937b-d0d1c4325976,5/17/2025 16:25:29,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Semua Benar,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,361.0
ce6e85c5-f384-4d46-b67e-a4ca72252a0a,7/8/2024 22:00:52,80 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,362.0
22573f4b-b316-4b08-8b75-d05541ea7fcd,5/22/2025 19:47:13,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,363.0
558a3ec4-7fbc-40e7-9553-f8cff87516c7,2/19/2024 6:54:48,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,364.0
93cc8629-4757-4a91-acbe-cb586e385c66,5/17/2025 16:25:29,70 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Semua Benar,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,365.0
ff4a3b75-5599-4d90-95f0-8a1bf29c5849,5/22/2025 19:44:24,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,366.0
a59fa924-4733-471c-8754-f6595cd0e6f1,2/19/2024 6:54:48,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,367.0
8c45b709-a6d6-49b8-b996-e76dc0934213,7/8/2024 22:00:52,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,368.0
789b8d4b-a8d0-430d-9fd4-29d445b2f6f2,5/17/2025 16:25:29,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,369.0
c233c56b-6f1a-4f53-9f27-e39f5220f9d3,2/19/2024 6:59:22,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,370.0
357a2790-e856-4dd3-a0f5-8f6e14d0267f,5/17/2025 16:25:29,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,371.0
d9196f86-a4c4-48aa-89e6-1f61947b8201,2/19/2024 12:10:43,80 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,372.0
689f72f3-8a26-4eb9-abf2-c41108bc5bb6,5/17/2025 13:04:23,80 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Semua Benar,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,373.0
c1843817-41a0-4488-9c7a-5a537f4659b5,5/17/2025 13:04:23,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,374.0
752ccf1a-c3a9-463a-af5a-ee8a0815ddad,5/17/2025 13:04:23,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,376.0
bd3c3d70-fe18-477c-bdc3-51c106bd41b5,2/19/2024 15:50:32,90 / 100,Game,Tidak dapat diawali dengan angka,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,377.0
802f27c7-ea1a-4e42-97b3-8174f236e379,2/19/2024 15:50:32,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,378.0
d6d28a99-70f3-4053-961c-029e34621e96,2/19/2024 6:59:22,100 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,379.0
64f2a8ab-33f5-42c6-9ba5-54e65b6b5af4,7/8/2024 21:33:17,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,380.0
b57fcc40-677a-40da-9faa-265af0fca89d,2/19/2024 6:59:22,70 / 100,Game,Tidak dapat diawali dengan angka,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,381.0
dfc7c753-24c4-4193-ae2b-2ee1af876a13,7/8/2024 21:33:17,60 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,382.0
f96dc1f6-d3a8-4cf6-a3ab-6a1182d41edd,2/19/2024 15:50:32,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,384.0
a14d25d1-f7f8-4220-8946-96cf6b19cae9,7/11/2024 15:38:01,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,385.0
2384d785-bbf8-4c79-be46-5e56d3e5feee,2/19/2024 6:59:22,100 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Semua Benar,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,386.0
88c6509b-cbe2-47c6-ad02-97c92e300c48,2/19/2024 20:48:08,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,388.0
d8eb4bf2-57a4-4a6a-8865-4ce0bf2c9e12,2/19/2024 6:54:48,60 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,389.0
f627af83-24c8-4c96-a7fd-4e60eddea09e,5/22/2025 19:44:24,60 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,390.0
0aa927af-2e14-47b5-bb75-c1c700b13262,1/16/2024 14:04:28,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,391.0
747f065e-55d2-47c9-ab2b-c349fcbc001d,2/19/2024 20:00:24,100 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,392.0
59ad52ab-0325-4f71-bbf8-6d0eabc630ad,2/19/2024 20:48:08,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,393.0
ddd0d578-3230-498c-9471-c90132d0399a,10/10/2023 19:44:21,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,394.0
717bbe10-f11f-4197-820a-cc03420e2016,7/8/2024 21:33:17,80 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,395.0
3e262f96-1a3a-4620-a5cb-26350e9ead3e,7/8/2024 22:00:52,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,396.0
daba59b7-3cb9-4533-b8a8-9e0562490dd2,5/17/2025 13:04:23,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,397.0
da651f2b-7264-419b-86f7-c68c199ab2eb,2/19/2024 15:50:32,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,398.0
2f586764-da78-499d-9a41-eafd03844e80,2/19/2024 15:50:32,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,399.0
64272418-9b0a-406a-8bbe-e115bdbfc718,5/17/2025 16:25:29,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,400.0
6975f225-5acc-48bb-a80d-6a3a5e442fae,5/17/2025 16:25:29,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,401.0
eeebd242-3df2-464c-9aa3-cd5781da8039,1/16/2024 14:04:28,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Semua Benar,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,402.0
cb05f3e4-515e-4567-9ec2-b3d043b9f1e4,5/17/2025 16:25:29,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,403.0
2f17238b-3151-4596-bd04-d55f4c80a066,2/19/2024 20:48:08,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Jupyter Notebook,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,404.0
0e58e77d-a18e-44d2-9fb8-522685cc2b76,5/17/2025 16:25:29,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,406.0
c0f96359-1d50-4ea2-b4d2-98cffcc461bf,5/22/2025 19:47:13,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,407.0
cee74a0a-0b19-443e-93ff-152112089c51,5/22/2025 19:44:24,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,408.0
bf94eb8d-5d4f-43d3-9528-ff5ef9009951,5/17/2025 13:04:23,80 / 100,Game,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,409.0
7aaf2ee9-a6f9-4256-8f6b-742a0ee1ac2e,7/11/2024 15:38:01,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Semua Benar,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,410.0
83cff052-3ad9-416d-b26e-4797eccc0f10,7/8/2024 21:33:17,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,411.0
78cb70fb-cca0-4d6b-83e3-0ca440be5174,10/10/2023 19:44:21,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,412.0
18d72f16-5e3b-4cdd-ac63-6847f84789e2,2/19/2024 6:59:22,70 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,413.0
d1953b54-615a-4056-af44-817e8a0c4b40,5/22/2025 21:38:20,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,414.0
5cd193d4-8ecf-4845-a463-61edf2b05ff3,2/19/2024 6:59:22,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,415.0
7a0157cb-c6fc-4ec5-873e-fafdddf66174,5/22/2025 19:44:24,100 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,416.0
d2def5be-4ed5-4735-ba73-d6a360f58a69,5/22/2025 21:38:20,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,417.0
b07938ae-0ab3-44a5-9009-465521064ed4,7/11/2024 15:38:01,70 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,418.0
dab9d52e-ee1a-4508-a4d6-5dd373bb25f6,1/16/2024 14:04:28,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,419.0
792a10ac-a9bb-45ce-af93-7a2619ef61fe,5/22/2025 21:38:20,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,"print(""Intelligo ID"")",Float,Benar,Salah,420.0
24f641eb-913a-4416-84af-07ec8721940e,1/16/2024 14:04:28,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,421.0
41c2499e-4649-4cd4-8476-d435c6166c58,5/22/2025 21:38:20,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,422.0
f59c8c41-7c50-4929-a64d-49cf2e587423,2/19/2024 12:10:43,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,423.0
dbf069ee-b1dd-4b75-8b6e-73734ec2cb48,5/22/2025 21:38:20,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,424.0
ef4ca2ea-04a0-43cb-b257-87ad0f4d14b0,7/11/2024 15:38:01,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,425.0
4cab344d-1770-4c38-a71f-6d51e8f3b5cc,5/17/2025 13:04:23,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Semua Benar,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,426.0
48a6d994-4f5b-468f-a96b-9ebe47e8e279,2/19/2024 12:10:43,70 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,427.0
dceebdb5-1a91-4fa6-8072-aaa827868eb3,5/22/2025 21:38:20,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,428.0
2b46b282-1df9-4423-9625-2c6743a25144,2/19/2024 15:50:32,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,429.0
483a2cf3-98f9-456d-81d9-022710423c23,5/22/2025 21:38:20,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,430.0
1fb37a6e-bfb4-48da-b71f-d813fb59ef1c,5/22/2025 21:38:20,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,431.0
2a205037-8c86-4372-a92d-d81ee9b38025,2/19/2024 20:48:08,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,432.0
44f5e566-7fef-484a-b881-c53d9249ae9b,2/19/2024 12:10:43,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,433.0
3dea5f61-f356-432f-b831-57df87d6b032,2/19/2024 6:59:22,100 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,434.0
d1d66775-cc03-42ea-ad3c-681efafb3682,5/17/2025 16:25:29,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,435.0
2ae01d22-116d-44c0-84be-cfad96fb519c,5/22/2025 19:47:13,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,436.0
b166452a-784d-4789-941e-1c7b8b6229f6,5/22/2025 19:47:13,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,437.0
1e22ce44-7a97-4f75-b7f5-d47bd96a8342,5/17/2025 16:25:29,70 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,438.0
0fe94c00-c05c-4d31-9f39-7d31012ea47a,7/11/2024 15:38:01,70 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Google Colab,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,439.0
16b89a6a-1ce4-4a2d-b19e-8d37bc7c7c5e,2/19/2024 6:59:22,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Modelling,Pilihan 1 dan 3 Benar,Float,Benar,Salah,440.0
663c3978-6013-4a55-9a58-5d538e435021,2/19/2024 20:00:24,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,441.0
7f337d29-cfd2-4a03-bbb9-ec6196e1d34d,2/19/2024 6:54:48,80 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,442.0
5ef119b1-883b-4964-8400-341414ee551a,5/22/2025 21:38:20,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Google Colab,CRIPS-DM,"print(""Intelligo ID"")",Float,Benar,Salah,443.0
709c8608-6cac-4147-9d6e-e8152ce6340c,2/19/2024 6:59:22,100 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,444.0
17f173bf-52a2-4042-80ee-6d30d0217f4c,5/22/2025 21:38:20,100 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,445.0
216de2aa-e0bf-41b4-92da-3ad50ab2af5e,2/19/2024 15:50:32,100 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Modelling,"print(""Intelligo ID"")",Float,Benar,Salah,446.0
9c2aadbd-036d-45e6-b130-7f3d98892dba,7/11/2024 15:38:01,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,447.0
4cf82814-1d7e-430c-bba3-247af2552306,5/22/2025 19:44:24,70 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,448.0
b661cc43-3695-4a39-b0dc-21164ec6e199,5/17/2025 13:04:23,90 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,449.0
e04076e5-3fab-4e6b-9f79-38c54336e47b,5/17/2025 16:25:29,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,451.0
d59a405f-f8b3-49e9-9ac2-88dc3e6a1e53,2/19/2024 6:59:22,90 / 100,Semua Benar,Nama variabel tidak boleh sama dengan nama keywords,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,452.0
a133b00f-54e3-42c5-87db-f89de83c6874,2/19/2024 20:48:08,80 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,453.0
bcb872cd-f6f8-422c-8729-59be0b01e4c4,5/17/2025 13:04:23,90 / 100,Semua Benar,Tidak dapat diawali dengan angka,Integer,Google Colab,Google Colab,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,454.0
e18562d7-a549-49e1-ade6-2373fed3787d,2/19/2024 6:54:48,100 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,455.0
34099491-cba6-4b79-9c62-38e83f1cf9db,2/19/2024 6:54:48,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,456.0
5e454df6-a68f-4b76-b06a-f576ed27a11e,2/19/2024 6:54:48,80 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,457.0
40ef5c66-cc76-49a6-851d-1b58fe2953d7,5/22/2025 21:38:20,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Semua Benar,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,458.0
3aa83f6f-e363-4f12-9770-8902a51fbfbc,2/19/2024 20:00:24,100 / 100,Game,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,R,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,459.0
48aeea0c-cfef-4b4a-b94f-415455a9d7af,2/19/2024 15:50:32,90 / 100,Semua Benar,Harus diawali dengan huruf abjad atau underscore,Integer,Google Colab,Jupyter Notebook,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,460.0
c4cf804a-7759-4269-8562-c7141d2c18c7,7/8/2024 21:33:17,90 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,R,Business Understanding,Pilihan 1 dan 3 Benar,Float,Benar,Salah,461.0
a76629f6-fe9d-4e32-a4ab-46b9faf116a0,2/19/2024 20:00:24,70 / 100,Semua Benar,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,462.0
6cfc3694-9d16-4d0e-be7d-e717b3e39ea9,2/19/2024 6:59:22,60 / 100,Game,Tidak boleh ada angka dalam penamaan variabel,Integer,Google Colab,Jupyter Notebook,CRIPS-DM,Pilihan 1 dan 3 Benar,Float,Benar,Salah,463.0
